title	genres
Hypocrites (1915)	Drama|Fantasy
Grandpa for Christmas, A (Bert & Becca) (2007)	Comedy|Drama
Ah, Wilderness! (1935)	Comedy|Drama
Crossfire Trail (Louis L'Amour's 'Crossfire Trail') (2001)	Action|Western
Thieves, The (Dodookdeul) (2012)	Action|Crime
Woody Allen: A Documentary (2012)	Documentary
Epitaph (2007)	Horror
Passion (2012)	Crime|Drama|Mystery|Thriller
Pussy Riot: A Punk Prayer (2013)	Documentary
Batman Unmasked: The Psychology of the Dark Knight (2008)	Documentary
Ghoulies III: Ghoulies Go to College (1991)	Comedy|Horror
Ghoulies IV (1994)	Comedy|Horror
Call Girl (2012)	Drama|Thriller
How to Make Money Selling Drugs (2013)	Documentary
Stig-Helmer Story, The (2011)	Comedy|Drama
Ice House, The (1997)	Drama|Mystery|Thriller
Return of the Living Dead: Necropolis (2005)	Comedy|Horror
V/H/S/2 (2013)	Horror|Thriller
Return of the Living Dead: Rave to the Grave (2005)	Comedy|Horror
Arctic Blast (2010)	Sci-Fi|Thriller
Gideon's Army (2013)	Documentary
Double Solitaire (1974)	Drama
Macbeth (1983)	Drama
Knot, The (2012)	Comedy|Romance
Cottage Country (2013)	Action|Comedy|Crime
Along the Great Divide (Travelers, The) (1951)	Adventure|Romance|Western
Ambush Trail (1946)	Action|Western
American Samurai (Ninja: American Samurai) (1992)	Action
Food Matters (2008)	Documentary
Charm School (Niñas mal) (2007)	Comedy
Ichi (2008)	Action
Shadow Riders, The (1982)	Romance|Western
Inadequate People (Neadekvatnye lyudi) (2010)	Comedy|Romance
Kid Millions (1934)	Comedy|Musical
The Spectacular Now (2013)	Comedy|Drama|Romance
Thanks for Sharing (2012)	Comedy|Drama
Lifeguard, The (2013)	Comedy|Drama
Ed Hardy: Tattoo the World (2010) 	Documentary
Vile (2011) 	Horror
What's in a Name (Prénom, Le) (2012)	Comedy
Partners: The Movie II (Aibô: Gekijô-ban II) (2010)	Drama
Hijacking, A (Kapringen) (2012)	Drama|Thriller
Tell Me and I Will Forget (2010)	Documentary
Trilogy of Terror II (1996)	Horror
Big Star: Nothing Can Hurt Me (2012)	Documentary
Which Way Is the Front Line From Here?  The Life and Time of Tim Hetherington (2013)	Documentary
It's a Bikini World (1967)	Comedy
Dead Man's Burden (2012)	Western
Downloaded (2013)	Documentary
Jug Face (2013)	Horror
Chu Chin Chow (1934)	Comedy|Fantasy|Musical
Gagarin: First in Space (2013)	Drama|Sci-Fi
Taming the Fire (Ukroshcheniye ognya) (1972)	Documentary|Drama|Sci-Fi
Sharknado (2013)	Sci-Fi
Hamlet, Prince of Denmark (1980)	Drama
Please Remove Your Shoes (2010) 	Documentary
Craig Ferguson: I'm Here To Help (2013)	Comedy|Documentary
Cold Moon (Lune froide) (1991)	Comedy|Drama
Stuck in Love (2012)	Comedy|Drama|Romance
Class Act (1992)	Comedy
How to Live Forever (2009)	Documentary
Topralli (1966)	Comedy
ATF (1999) 	Drama|Thriller
Accidental Golfer, The (Den ofrivillige golfaren) (1991)	Comedy
Brain Dead (1990)	Horror|Sci-Fi
Fruitvale Station (2013)	Drama
Senotaji (2013)	Comedy
Limuzins Janu nakts krasa (1981)	Comedy|Drama
Abols Upe (1974)	Drama
Making a Killing: The Untold Story of Psychotropic Drugging (2008)	Documentary
Pax Americana and the Weaponization of Space (2009)	Documentary
Arizona Raiders (1965)	Western
Bhaag Milka Bhaag (2013)	Drama
Terror Within, The (1989)	Horror|Sci-Fi
Surgeon, The (1995)	Horror|Thriller
Tai Chi Hero (2012)	Action|Comedy|Drama|Fantasy|Sci-Fi|IMAX
Zombies on Broadway (1945)	Comedy|Fantasy|Horror
R.I.P.D. (2013)	Action|Comedy|Fantasy
Client List, The (2010)	Drama
Justice League: The Flashpoint Paradox (2013)	Action|Adventure|Animation|Fantasy|Sci-Fi
United (2011)	Drama
Love Is a Woman (Death Is a Woman) (1966)	Crime|Drama|Mystery
Ip Man: The Final Fight (2013)	Action|Drama
Pawn Shop Chronicles (2013)	Action|Comedy
Killing Season (2013)	Action|Thriller
Joker (2012)	Comedy
Gitmo (2005)	Documentary
My Avatar and Me (Min Avatar og mig) (2010)	Documentary
Blood Beast Terror, The (1968)	Crime|Horror|Mystery
Othello (1981)	Drama
Field in England, A (2013)	Drama|Fantasy|Thriller|War
Conjuring, The (2013)	Horror|Thriller
Everything (2004)	Drama|Mystery
Starfighters, The (1964)	Drama
Love (2011)	Drama|Sci-Fi
Mean Girls 2 (2011)	Comedy
Colony, The (2013)	Action|Horror|Sci-Fi|Thriller
Angel Named Billy, An (2007)	Drama
Scenic Route (2013)	Drama|Thriller
Slave Girls (Prehistoric Women) (1967)	Adventure|Fantasy
Bashu, the Little Stranger (Bashu, gharibeye koochak) (1990)	Drama
Wild Gals Of The Naked West (1962)	Comedy|Western
Cheshire Murders, The (2013)	Documentary
Dragon Age: Blood mage no seisen (a.k.a. Dragon Age: Dawn of the Seeker) (2012)	Animation|Fantasy
Damned, The (Les Maudits) (1947)	Drama
Gasland Part II (2013)	Documentary
Human Behavior Experiments, The (2006)	Documentary
Turbo (2013)	Adventure|Animation|Children|Comedy|Fantasy
Gunman's Walk (1958) 	Western
Devil's in the Details, The (2013)	Thriller
Wolverine, The (2013)	Action|Adventure|Fantasy|Sci-Fi
Sol (2012) 	Sci-Fi
Devil Dared Me To, The (2007)	Action|Comedy
Sky West and Crooked (Gypsy Girl) (1965)	Drama|Romance
Make Believe (2010)	Documentary
Gold (2013)	Western
Sacrificio: Who Betrayed Che Guevara (2001)	Documentary
Let's Make Money (2008)	Documentary
Middle of the World, The (O Caminho das Nuvens) (2003)	Drama
Crash Reel, The (2013)	Documentary
Drinking Buddies (2013)	Comedy|Drama|Romance
90 Minutes (90 minutter) (2012)	Drama
Hell Baby (2013)	Comedy|Horror
Red 2 (2013)	Action|Comedy|Crime|Thriller
Miami Connection (1987)	Action|Crime
Battery, The (2012)	Drama|Horror
Coffee Town (2013)	Comedy
Death of the Incredible Hulk, The (1990)	Action
Nick Carter, Master Detective (1939)	Crime|Drama|Mystery
Vehicle 19 (2013)	Thriller
To Get to Heaven First You Have to Die (Bihisht faqat baroi murdagon) (2006)	Drama
Tinpis Run (1991)	Comedy|Drama
Out of Life (Hors la vie) (1991)	Drama
Fetching Cody (2005)	Drama
Black & White & Sex (2012)	Drama
Witches' Hammer (Kladivo na carodejnice) (1970) 	Drama|Horror
Whisper of Sin (Nuodemes uzkalbejimas) (2007)	Drama
Forest of the Gods (Dievu miskas) (2005)	Drama
RFK Must Die: The Assassination of Bobby Kennedy (2007)	Documentary
New World (Shin-sae-gye) (2013)	Thriller
Page Miss Glory (1935)	Comedy
Battle for Marjah, The (2010)	Documentary|War
Holidays by the Sea (Ni à vendre ni à louer) (2011)	Comedy
Revenge for Jolly! (2012)	Comedy|Drama
Night Train To Lisbon (2013)	Mystery|Romance|Thriller
Bigfoot (2012)	Adventure|Horror|Sci-Fi
Consuming Kids: The Commercialization of Childhood (2008)	Documentary
Breath, The (Nefes: Vatan sagolsun) (2009)	Action|Drama|Thriller
Iran Is Not the Problem (2008)	Documentary
Mighty Uke (2010)	Documentary
Hard Man, The (1957)	Western
2 Guns (2013)	Action|Comedy|Crime
First Comes Love (2013)	Documentary
Rafa (2012)	Drama
Giorgino (1994)	Adventure|Drama|Horror
All Together, The (2007)	Comedy|Drama|Romance
Aloha Summer (1988)	Comedy|Drama
Hell and Back Again (2011)	Documentary|Drama|War
Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012)	Adventure|Comedy|Drama
Last Days, The (Últimos días, Los) (2013)	Adventure|Sci-Fi|Thriller
Our Nixon (2013)	Documentary
Off the Menu: The Last Days of Chasen's (1997)	Documentary
Darling Companion (2012)	Drama
Blue Jasmine (2013)	Drama
Frankenstein's Army (2013)	Action|Horror|Sci-Fi
Great Beauty, The (Grande Bellezza, La) (2013)	Comedy|Drama
Stars in Shorts (2012)	Comedy
Troma's War (1988) 	Action|Adventure|Comedy
Only the Young (2012)	Documentary
Canyons, The (2013)	Drama|Thriller
Always Outnumbered (1998)	Drama
And You Thought Your Parents Were Weird (1991)	Children|Comedy|Sci-Fi
Another Chance (1989)	Comedy
Andy Hardy's Double Life (1942)	Comedy|Romance
They Call Him Bulldozer (Lo chiamavano Bulldozer) (1978)	Action|Comedy
Bomber (1982)	Action|Comedy
3 dev adam (Three Giant Men) (1973) 	Action|Adventure|Sci-Fi
Blood Shot (2013)	Action|Comedy|Horror
Armored Car Robbery (1950)	Crime|Film-Noir|Thriller
Fred & Vinnie (2011)	Comedy|Drama
Love, Marilyn (2012)	Documentary
Beneath (2013)	Horror
Arena (1989)	Sci-Fi
Arrival II (1998)	Action|Adventure|Sci-Fi
Two Guys Talkin' About Girls (1995)	Comedy|Drama|Romance
Phantom of the Megaplex (2000)	Action|Children|Comedy|Mystery
Redhead from Wyoming, The (1953)	Western
Baby On Board (1992)	Comedy
Battle for Brooklyn (2011)	Documentary
Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012)	Crime|Drama
Alcan Highway (Alaska Highway) (2013)	Documentary
Louis C.K.: Oh My God (2013)	Comedy
The Count of Monte Cristo (1998)	Adventure|Drama|Romance
Percy Jackson: Sea of Monsters (2013)	Adventure|Children|Fantasy
Smurfs 2, The (2013)	Animation|Children|Comedy
Alan Partridge: Alpha Papa (2013)	Comedy
Class of 1999 (1990)	Action|Horror|Sci-Fi
Computer Chess (2013)	Comedy
Devil's Nightmare, The (Plus longue nuit du diable, La) (1971)	Fantasy|Horror
Attack, The (2012)	Drama
My Little Pony: Equestria Girls (2013)	Animation|Children|Fantasy
Lupin the Third: The Secret of Mamo (1978)	Action|Animation|Crime
Bloody Murder (2000)	Drama|Horror|Thriller
Miss You Can Do It (2013)	Documentary
Road to Brown, The (1989)	Documentary
Forsyte Saga, The (1967)	Drama
Jay and Silent Bob Go Down Under (2012)	Comedy
Brute, The (Bruto, El) (1953)	Drama
Man of Tai Chi (2013)	Action|IMAX
Zombies of Mora Tau (1957)	Horror
Giant Claw, The (1957)	Horror|Sci-Fi
Prince Avalanche (2013)	Comedy|Drama
Werewolf, The (1956)	Horror|Sci-Fi
Batman: Mystery of the Batwoman (2003)	Action|Animation|Children|Crime
Green Lantern: Emerald Knights (2011)	Action|Adventure|Animation|Children
Creature with the Atom Brain (1955)	Crime|Horror|Sci-Fi
Clear History (2013)	Comedy
Kickboxer 3: The Art of War (Kickboxer III: The Art of War) (1992)	Action|Thriller
From One Second to the Next (2013)	Documentary
Kickboxer 4: The Aggressor (1994)	Action|Thriller
Class of 1999 II: The Substitute (1994)	Action|Horror|Sci-Fi|Thriller
We're the Millers (2013)	Comedy|Crime
Growing Pains (1984)	Comedy
Burning Bright (2010)	Drama|Horror|Thriller
Grown Ups 2 (2013)	Comedy
DEFCON: The Documentary (2013)	Documentary
Jamie and Jessie Are Not Together (2011)	Comedy|Musical|Romance
Drug War (Du zhan) (2012)	Crime
Cat and the Canary, The (1939)	Comedy|Horror|Mystery
Criminal Justice (1990)	Drama
Farmageddon (2011)	Documentary
Kick-Ass 2 (2013)	Action|Comedy|Crime
Riddick (2013)	Action|Sci-Fi|Thriller|IMAX
Planes (2013)	Adventure|Animation|Comedy
Fight, Zatoichi, Fight (Zatôichi kesshô-tabi) (Zatôichi 8) (1964)	Action|Adventure|Comedy|Drama
Mr. Moto in Danger Island (1939)	Crime|Drama|Mystery|Thriller
Killer at Large (2008)	Documentary
Cameron's Closet (1988)	Horror
Blackfish (2013)	Documentary
Paranoia (2013)	Drama|Thriller
Black Room, The (1935)	Crime|Horror|Thriller
Wind Rises, The (Kaze tachinu) (2013)	Animation|Drama|Romance
Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)	Comedy
Around the World Under the Sea (1966)	Action|Adventure
Evidence (2013) 	Horror|Thriller
Amorosa (1986)	Drama
Jobs (2013)	Drama
Souper, Le (Supper, The) (1992)	Drama
Moving the Mountain (1994)	Documentary
Mortal Instruments: City of Bones, The (2013)	Action|Adventure|Drama|IMAX
Hitler's Children (2011)	Documentary
Flight of the Conchords: A Texan Odyssey (2006)	Comedy
First Grader, The (2010)	Drama
Touchy Feely (2013)	Drama
Four Horsemen (2012)	Documentary
Des gens qui s'embrassent (2013)	Comedy|Romance
Vassilisa the Beautiful (Vasilisa prekrasnaya) (1939)	Adventure|Fantasy
Lee Daniels' The Butler (2013)	Drama
In a World... (2013)	Comedy
Back Door to Hell (1964)	Drama|War
Terms and Conditions May Apply (2013)	Documentary
Between the Sheets (Entre Lençóis) (2008)	Drama|Romance
Museum Hours (2013)	Drama
Ain't Them Bodies Saints (2013)	Drama
Money Matters (2011) 	Drama
Sunset Strip (2012)	Documentary
Wartorn: 1861-2010 (2010)	Documentary|War
Cry in the Night, A (1956)	Crime|Drama|Film-Noir
About Time (2013)	Drama|Fantasy|Romance
Tatsumi (2011)	Documentary|Drama|Thriller
Chennai Express (2013)	Action|Adventure|Comedy
Source Family, The (2012)	Documentary|Musical
Cold Prey II (Fritt Vilt II) (2008)	Horror
Cold Prey III (Fritt Vilt III) (2010)	Horror
When Nietzsche Wept (2007)	Drama
Four Flies on Grey Velvet (1971)	Horror|Mystery|Thriller
Fill the Void (Lemale et ha'halal) (2012)	Drama
Truth or Die (2012) 	Horror|Thriller
Shadows of Liberty (2012) 	Documentary
Looking for Hortense (Cherchez Hortense) (2012) 	Drama
Justice League: Crisis on Two Earths (2010)	Action|Animation|Sci-Fi
Somewhere Between (2011)	Documentary
Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011)	Drama
Enter Nowhere (2011)	Mystery|Thriller
Viagem a Portugal (2011)	Drama|Romance
Belarmino (1964)	Documentary|Drama
Frozen Ground, The (2013)	Crime|Drama|Thriller
Blubberella (2011)	Action|Comedy
Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues (1972)	Comedy|Drama|Thriller
Marva Collins Story, The (1981)	Documentary|Drama
You're Next (2011)	Horror|Thriller
Parisienne, La (Une parisienne) (1957)	Comedy
Brothers O'Toole, The (1973)	Comedy|Western
Taipei Exchanges (Di 36 ge gu shi) (2010)	Comedy|Drama
Find Love (2006)	Romance
Late Mathias Pascal, The (a.k.a. The Living Dead Man) (Feu Mathias Pascal) (1926)	Drama|Fantasy
Date with Judy, A (1948)	Comedy|Musical|Romance
Royal Scandal, A (1945)	Comedy|Drama
Woman in The Septic Tank, The (Ang Babae sa septic tank) (2011)	Comedy|Musical
Glass House, The (1972)	Drama
Sparrows Dance (2012)	Drama|Romance
Dieta mediterránea (2009)	Comedy|Drama|Romance
Clownhouse (1989)	Horror
Empire State (2013)	Action|Drama
Crimson Permanent Assurance, The (1983)	Adventure|Comedy
Dolly and Her Lover (Räpsy ja Dolly eli Pariisi odottaa) (1990)	Comedy|Crime|Romance
So It Goes (Korsoteoria) (2012)	Drama
Immortals, The (1995)	Action|Crime|Drama
Joyride (1997)	Drama
My Wife Is a Gangster 2 (Jopog manura 2: Dolaon jeonseol) (2003)	Action|Comedy|Crime
Queen of Montreuil (2013)	Comedy
Crawlspace (2012)	Horror|Mystery|Sci-Fi|Thriller
Ghostmaker, The (Box of Shadows) (2011)	Horror|Sci-Fi|Thriller
Mutants (2009)	Horror|Sci-Fi
Too Hot to Handle (1938)	Adventure|Comedy|Romance
Seasoning House, The (2012)	Horror|Thriller
Polite People (Kurteist fólk) (2011)	Comedy|Drama
Logorama (2009)	Action|Animation|Crime
Little Traitor, The (2007)	Drama
Tidal Wave (2009)	Drama
Family Band: The Cowsills Story (2011) 	Documentary
Chicago 8, The (2011)	Drama
World According to Dick Cheney, The (2013) 	Documentary
Stranger Within, The (2013)	Thriller
Something Real and Good (2013)	Drama
Last Drop, The (2006)	Action|Adventure|Crime|War
Autopsy (2008)	Horror
Komodo (1999)	Horror|Sci-Fi|Thriller
Trust Us, This Is All Made Up (2009)	Comedy|Documentary
Apartment for Peggy (1948)	Drama
Back from Eternity (1956)	Drama
Back in Business (1997)	Action|Adventure
Adore (2013)	Drama|Romance
French Roast (2008)	Animation|Comedy
TT3D: Closer to the Edge (2011)	Documentary
Planet of the Future, The (2010)	Action|Adventure|Sci-Fi
Long Dark Hall, The (1951)	Crime|Drama
Sealed Cargo (1951)	Thriller|War
Maria Bamford: The Special Special Special! (2012)	Comedy
First Nudie Musical, The (1976)	Comedy|Musical
Freeway (1988)	Thriller
Naked Souls (1996)	Sci-Fi|Thriller
Simon Killer (2012) 	Drama
Dracula (Dracula 3D) (2012)	Horror|Romance|Thriller
Kidnapping of the President, The (1980)	Action|Drama|Thriller
Kitchen Party (1997)	Drama
King Cobra (1999)	Horror|Sci-Fi
Last of Robin Hood, The (2013)	Drama
Suicide Shop, The (Le magasin des suicides) (2012) 	Animation|Comedy|Musical
Subspecies (1991)	Horror
Bloodstone: Subspecies II (1993)	Horror
Bloodlust: Subspecies III (1994)	Horror
From Hell It Came (1957)	Horror
Zapped Again! (1990)	Comedy|Sci-Fi
Instructions Not Included (No se Aceptan Devoluciones) (2013)	Comedy|Drama
Subspecies IV: Bloodstorm (1998)	Horror
Motivation, The (2013)	Documentary
Conman (Du Xia 1999) (1998)	Comedy
Koch (2012)	Documentary
One Direction: This Is Us (2013)	Documentary
Murder à la Mod (1968)	Comedy|Crime|Mystery
Fireman, The (1916)	Comedy
Closed Circuit (2013)	Crime|Drama|Mystery
Doctors' Wives (1971)	Drama
AmeriQua (2013)	Comedy
Killjoy (2000)	Horror
Evocateur: The Morton Downey Jr. Movie (2012)	Documentary
Getaway (2013)	Action|Crime
Teacher, A (2013)	Drama
Leafie, a Hen Into the Wild (Madangeul Naon Amtak) (2011)	Adventure|Animation|Drama
High Tech, Low Life (2012)	Documentary
Killjoy Goes to Hell (2012)	Comedy|Horror
Puppet Master: Axis of Evil (Puppet Master 10) (2010)	Horror
Three Worlds (Trois mondes) (2012)	Drama
Cockleshell Heroes, The (1955)	Action|Drama|War
King of Texas (2002)	Drama|Western
Mystery of the Third Planet, The (Tayna tretey planety) (1981)	Adventure|Animation|Sci-Fi
Hack! (2007)	Comedy|Horror
Backlash (1956)	Mystery|Romance|Western
6954 Kilometriä Kotiin (2012)	Documentary
Schwarze Sonne (1998)	Documentary
Holocaust (1978)	Drama|Romance|War
Item, The (1999)	Action|Horror
I Am (2010)	Documentary
Phantom of the Rue Morgue (1954)	Crime|Horror|Mystery
Bad Girl Island (Sirens of Eleuthera) (Sirens of the Caribbean) (2007)	Mystery|Sci-Fi
Bad Men of Missouri (1941)	Action|Romance|Western
Badman's Country (1958)	Western
Hunky Dory (2011)	Drama|Musical
American Vagabond (2013)	Documentary
Story of Luke, The (2012)	Comedy|Drama
Glass Web, The (1953)	Crime|Drama|Film-Noir
Incredible Melting Man, The (1977)	Horror|Sci-Fi
Rage of Honor (1987)	Action|Crime
Moonlight Serenade (1997)	Drama
Gravity (2013)	Action|Sci-Fi|IMAX
And Now a Word from Our Sponsor (2013)	Comedy|Drama
Spin (You Are Here) (2007)	Comedy|Romance
Lisa (1990)	Drama|Thriller
Coward, The (Kapurush) (1965)	Drama
I Spit on Your Grave 2 (2013) 	Crime|Horror|Thriller
What If (2013)	Comedy|Drama|Romance
Ping Pong (2012)	Documentary
Sex of Angels, The (El sexo de los ángeles) (2012)	Drama|Romance
Deathsport (1978)	Action|Sci-Fi
Unfinished Sky (2007)	Drama|Romance
History of Future Folk, The (2012)	Adventure|Comedy|Musical|Sci-Fi
Prisoners (2013)	Drama|Mystery|Thriller
Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)	Drama|Thriller
Conspiracy, The (2012)	Horror|Thriller
Good Vibrations (2012)	Drama|Musical
Austenland (2013)	Comedy|Romance
Insidious: Chapter 2 (2013)	Horror|Thriller
Rush (2013)	Action|Drama
Vizontele (2001)	Comedy|Drama
This is Martin Bonner (2013)	Drama
Family, The (2013)	Action|Comedy|Crime
Crimson Petal and the White, The (2011)	Drama|Romance
High on Crack Street: Lost Lives in Lowell (1995)	Documentary
King Lines (2007)	Adventure
Short Term 12 (2013)	Drama
At Any Price (2012)	Drama|Thriller
I Was a Teenage Zombie (1987)	Comedy|Horror
Joy of Sex (1984)	Comedy|Romance
Just One of the Girls (1993)	Comedy
Aurora Borealis (2005)	Drama|Romance
Badman's Territory (1946)	Action|Drama|Western
Milky Way, The (1936)	Comedy
Imaginary Witness: Hollywood and the Holocaust (2004) 	Documentary
Eminem AKA (2004) 	Documentary
Salinger (2013)	Documentary
Tears of Steel (2012)	Sci-Fi
Jerk Theory, The (2009)	Comedy
Jungleground (1995)	Action|Sci-Fi|Thriller
Table No.21 (2013)	Drama|Thriller
Paradise: Faith (Paradies: Glaube) (2012)	Drama
Human Family Tree, The (2009)	Documentary
Story of Maths, The (2008)	Documentary
End of the Line (2007)	Horror|Thriller
Last Run, The (2004)	Comedy|Drama
Wet Parade, The (1932)	Drama|Romance
Collision Course (1989)	Action|Comedy|Thriller
Post Tenebras Lux (2012)	Drama
Ice Age Columbus: Who Were the First Americans? (2005)	Documentary
Farah Goes Bang (2013)	Comedy
Shadowlands (1985)	Drama|Romance
To Do List, The (2013)	Comedy
Dragon Day (2013)	Drama|Sci-Fi|Thriller
Wedding Party, The (1969)	Comedy
Unspeakable Act, The (2012)	Drama
Champion, The (1915)	Comedy
Jitney Elopement, A (1915)	Comedy
Factory, The (2012)	Mystery|Thriller
Time of Peace (Tempos de Paz) (2009)	Drama
Saint Joan (1957)	Drama
Hawking (2013)	Documentary
Pig Hunt (2008) 	Action|Horror|Thriller
Officer Down (2013)	Crime|Drama
Princess Protection Program (2009)	Children|Drama
Cat's-Paw, The (1934)	Comedy
His Regeneration (1915)	Western
Mabel at the Wheel (1914)	Comedy
Grand Masti (2013)	Comedy|Drama|Romance
Battle of the Year (2013)	Musical
Louis Theroux: Twilight of the Porn Stars (2012)	Documentary
Nightmares in Red White & Blue: The Evolution of the American Horror Film (2009)	Documentary|Horror
Naked Civil Servant, The (1975)	Comedy|Drama
Englishman in New York, An (2009)	Drama
Dragonphoenix Chronicles: Indomitable, The (2013)	Action|Adventure|Fantasy
Big Day, The (We Met on the Vineyard) (2001)	Comedy
Hitting Home (1987)	Drama|Romance|Thriller
Off Beat (1986)	Comedy|Romance
Out On A Limb (1992)	Comedy
Inescapable (2012)	Action|Drama|War
Afternoon Delight (2013)	Comedy|Drama
Casting By (2012)	Documentary
Notebook, The (A nagy füzet) (2013)	Drama|War
Repeaters (2010) 	Action|Drama
Pit, The (1981)	Horror
Barbed Wire (1952)	Action|Comedy|Western
Karate-Robo Zaborgar (Denjin Zabôgâ) (2011)	Action|Adventure|Comedy|Fantasy
Other Side of Bollywood, The (2006)	Documentary
America the Beautiful (2007) 	Documentary
Supporting Characters (2012)	Comedy|Romance
Alps (Alpeis) (2011)	Drama
Synth Britannia (2009)	Documentary
Ruins (2013)	Documentary
World Without End (1956)	Sci-Fi
Barricade (2012)	Horror|Thriller
Killers from Space (1954)	Sci-Fi
Monster That Challenged the World, The (1957)	Horror|Sci-Fi
Quest, The (1986)	Adventure|Children|Drama
Linotype: The Film (2012)	Documentary
Emo Philips Live (1987)	Comedy
Rocaterrania (2009)	Documentary|Fantasy
Bastards (Les salauds) (2013)	Drama
Talking Funny (2011)	Comedy
Nebraska (2013)	Adventure|Drama
Saint (Sint) (2010)	Horror
Amsterdamned (1988)	Action|Horror|Thriller
Enough Said (2013)	Comedy|Drama|Romance
Don Jon (2013)	Comedy|Drama|Romance
Scatter My Ashes at Bergdorf's (2013)	Documentary
Adventures in Zambezia (2012)	Adventure|Animation|Children|Comedy
Colorado Territory (1949)	Western
102 Minutes That Changed America (2008)	Documentary
Wanda Sykes: Sick and Tired (2006)	Comedy|Documentary
Sorceress (1982)	Action|Adventure|Fantasy
New Town Killers (2008)	Drama
Tender Hook, The (Boxer and the Bombshell, The) (2008)	Crime|Drama|Mystery
Mushrooming (Seenelkäik) (2012)	Adventure|Comedy|Thriller
Dance of Outlaws (Häätanssi) (2012)	Documentary
Mood Indigo (L'écume des jours) (2013)	Drama|Fantasy
Metallica: Through the Never (2013)	Action|Musical|IMAX
Century of the Self, The (2002)	Documentary
Conquest (1983)	Action|Adventure|Fantasy
Crystal Fairy & the Magical Cactus and 2012 (2013)	Adventure|Comedy
De nieuwe Wildernis (2013)	Documentary
First Cousin Once Removed (2012)	Documentary
Machete Maidens Unleashed! (2010)	Documentary
Gathering of Old Men, A (Murder on the Bayou) (1987)	Drama
I Will Follow You Into the Dark (2012)	Drama|Horror|Romance
Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion) (1948)	Comedy
Ferocious (2012)	Crime|Thriller
Shanghai (2012)	Crime|Thriller
Paintball (2009)	Action|Thriller
Lincz (2010)	Drama|Thriller
Tsunami: Caught on Camera (2009)	Documentary
The Rise (2012)	Crime|Drama|Thriller
Thampu (1978)	Drama
Men Seeking Women (1997)	Comedy
Scanners II: The New Order (1991)	Action|Horror|Sci-Fi
Scanners III: The Takeover (Scanner Force) (1991)	Action|Horror|Sci-Fi
Once Upon a Warrior (Anaganaga O Dheerudu) (2011)	Action|Adventure|Fantasy|Musical|Romance
Apache Country (1952)	Action|Western
Every Other Week (Varannan vecka) (2006)	Comedy|Drama|Romance
Bad Milo (Bad Milo!) (2013)	Comedy|Horror
America the Beautiful 2: The Thin Commandments (2011) 	Documentary
Public Eye, The (Follow Me!) (1972)	Comedy
Orderly or Disorderly (Be Tartib ya Bedoun-e Tartib) (1981)	Documentary
Kabul Express (2006)	Action|Comedy|Drama|Thriller
Miracle in Cell No. 7 (2013)	Comedy|Drama
Special 26 (2013)	Crime|Drama|Thriller
Jolene (2008)	Drama
Quand je serai petit (2012)	Drama
Runner Runner (2013)	Crime|Drama|Thriller
Dilettante, La (1999)	Comedy
Blue Is the Warmest Color (La vie d'Adèle) (2013)	Drama|Romance
Tyler Perry's Temptation: Confessions of a Marriage Counselor (2013)	Drama
Future Weather (2012)	Drama
Something in the Air (Apres Mai) (2012)	Action|Drama
Shake Hands with the Devil (1959)	Action|Drama
I Declare War (2012)	Action|Comedy|Drama
German Doctor, The (Wakolda) (2013)	Drama|Thriller
Puerta de Hierro, el exilio de Perón (2012)	Drama
Monitors, The (1969)	Comedy|Sci-Fi
This is Our Time (2013)	Drama
Curse of Chucky (Child's Play 6) (2013)	Horror|Thriller
Prison of the Dead (2000)	Horror
Rabid Grannies (Mémés cannibales, Les) (1988)	Comedy|Horror
Muhammad Ali's Greatest Fight (2013)	Drama
711 Ocean Drive (1950)	Crime|Drama|Film-Noir|Thriller
Cadaver Christmas, A (2011)	Comedy|Horror
Angel (1984)	Action|Crime|Thriller
Favela Rising (2005)	Documentary
Mariage à Mendoza (2012)	Comedy|Drama
Germany Pale Mother (1980)	Drama|War
Parkland (2013)	Drama
Imagine (2012)	Drama
Inequality for All (2013)	Documentary
Narrien illat (1970) 	Comedy|Drama|Musical
Sword of Desperation (Hisshiken torisashi) (2010)	Action|Drama
Mooring, The (2012)	Horror|Thriller
Seyyit Khan: Bride of the Earth (Seyyit Han) (1968)	Drama|Western
Tale from the Past, A (Përralle Nga e Kaluara) (1987)	Comedy
Eros (Men and Women) (Noite Vazia) (1964)	Drama
Jessie James Meets Frankenstein's Daughter (1966)	Sci-Fi|Western
On the Job (2013)	Action|Drama
Resurrecting the Street Walker (2009)	Horror
Alice Upside Down (Alice) (2007)	Adventure|Children|Comedy|Drama
Alice's Adventures in Wonderland (1972)	Adventure|Children|Fantasy|Musical
Cloudy with a Chance of Meatballs 2 (2013)	Animation|Children|Comedy|Fantasy
Extraction (2013)	Action
Microphone (2010)	Comedy|Drama|Musical
Talaash (2012)	Crime|Drama|Mystery
Blood Shack (1971)	Horror
